Date;Open;High;Low;Close;Volume;Dividends;Stock Splits
2000-12-01;42.006808889084965;42.82571326313494;41.855159759521484;41.855159759521484;1088693;0.0;0
2000-12-04;41.85517213749633;42.037152997976;39.85340118408203;39.85340118408203;1445245;0.0;0
2000-12-05;39.4287708050053;40.39932423768959;37.00238490931267;39.974708557128906;3190537;0.0;0
2000-12-06;40.884606464323156;41.18790472499623;38.973826496489956;39.67141342163086;1906591;0.0;0
2000-12-07;39.9747153157857;40.91493723255472;38.42789219456964;39.701744079589844;2250982;0.0;0
2000-12-08;38.488554290257625;39.12548025013782;37.30569047106164;38.306575775146484;4454182;0.0;0
2000-12-11;38.943497147837654;39.79273325409461;37.66964530243445;37.91228485107422;2577488;0.0;0
2000-12-12;38.45822401918144;39.03448891782066;37.88195680655992;38.518882751464844;2379323;0.0;0
2000-12-13;39.004162198918706;39.30746049089174;38.30657520178778;38.6705322265625;1235762;0.0;0
2000-12-14;38.67053075601126;39.79273346804379;38.306573745076996;39.73207473754883;1728731;0.0;0
2000-12-15;39.428770394513236;40.49031421282705;39.3377799987793;39.3377799987793;2038219;0.0;0
2000-12-18;39.4287859043646;40.27802221866711;38.276251236951595;39.30746841430664;2339446;0.0;0
2000-12-19;38.4582265946915;39.307462787425465;38.1549282849983;38.57954406738281;1730904;0.0;0
2000-12-20;38.79185324353392;39.18613964728645;38.21558600760686;38.6098747253418;1907516;0.0;0
2000-12-21;38.215585742720364;39.095148960216115;38.00327785863154;38.54921340942383;1189922;0.0;0
2000-12-22;39.095147286496086;39.48943598461799;38.73119026821609;38.85251235961914;1332672;0.0;0
2000-12-27;38.76152239814641;39.853393465664915;38.76152239814641;39.18613815307617;1001604;0.0;0
2000-12-28;39.45910912277616;40.1870231628418;39.21646956676608;40.1870231628418;1327206;0.0;0
2000-12-29;40.308339046918256;41.00592600761753;39.792732903084676;40.5813102722168;749909;0.0;0
2001-01-01;40.5813102722168;40.5813102722168;40.5813102722168;40.5813102722168;0;0.0;0
2001-01-02;41.18791497438002;42.34044957733237;40.399337449211224;40.91494369506836;1359945;0.0;0
2001-01-03;41.36988291669724;42.674066426614885;40.67230058559274;41.7641716003418;1434734;0.0;0
2001-01-04;42.401108199943124;42.64374779377281;41.582203620237586;42.06747817993164;2113305;0.0;0
2001-01-05;42.03714715366227;42.43143124994273;39.88372732522103;40.06570816040039;2527126;0.0;0
2001-01-08;40.338677369164394;40.82395654208477;39.45911407470703;39.45911407470703;1771177;0.0;0
2001-01-09;38.54921077377582;38.73118927826453;37.184368519137145;37.91228485107422;3987311;0.0;0
2001-01-10;38.21558638185689;38.5188846864748;37.66964850795168;38.2762451171875;1377298;0.0;0
2001-01-11;38.215580312603926;39.55009078979492;37.91228205615469;39.55009078979492;1432056;0.0;0
2001-01-12;39.732079872382364;39.732079872382364;36.85074583583555;37.94261932373047;3265500;0.0;0
2001-01-15;38.18525097049794;38.18525097049794;35.94084340875799;36.69908905029297;3156395;0.0;0
2001-01-16;36.69910373687744;36.97207273986569;35.880199041895686;36.39580535888672;2587904;0.0;0
2001-01-17;36.94173823398069;36.972067604770686;36.06217259717493;36.456459045410156;2185745;0.0;0
2001-01-18;36.39580093512014;36.51712073436708;36.03184385136203;36.09250259399414;1905311;0.0;0
2001-01-19;36.21381951151982;36.33513930111272;35.24326350875917;35.303924560546875;2626922;0.0;0
2001-01-22;35.9105181012031;36.97206211923032;35.637549176628205;36.85074234008789;2473924;0.0;0
2001-01-23;36.85073817859996;37.245026837790974;36.42612015654396;36.69908905029297;1890850;0.0;0
2001-01-25;36.57776878857513;37.73030307366389;35.880184196216796;37.54832458496094;3707644;0.0;0
2001-01-29;39.064821516428225;39.064821516428225;38.15492662689013;38.306575775146484;1346150;0.0;0
2001-01-30;37.639323788510104;39.186144870287805;37.639323788510104;38.731197357177734;1402030;0.0;0
2001-01-31;39.27712405315902;40.82394700605208;39.186133650995174;40.55097579956055;4358707;0.0;0
2001-02-01;40.581303133145845;41.551856520439294;39.85338462170305;40.21734619140625;3192428;0.0;0
2001-02-02;40.187027989799816;40.94527380092811;39.48944091796875;39.48944091796875;1635706;0.0;0
2001-02-05;39.489429526804855;40.21734807229093;39.21646296472496;39.974708557128906;1347498;0.0;0
2001-02-06;39.97471168230393;40.09602913538749;38.973826496489956;39.67141342163086;1399953;0.0;0
2001-02-07;39.67141726839415;39.67141726839415;39.03448900803488;39.18613815307617;991203;0.0;0
2001-02-08;39.39844603054105;39.42877771073516;38.60987325310513;39.18613815307617;951296;0.0;0
2001-02-09;38.822179236778844;39.64108365446177;38.54921032622381;39.428775787353516;946812;0.0;0
2001-02-12;39.12548348073209;40.581316349794214;39.00416600329571;40.490325927734375;1614720;0.0;0
2001-02-13;40.64197378127333;41.12725293134019;40.09603589443935;41.03626251220703;2114231;0.0;0
2001-02-14;41.06659020078746;42.09780725361308;40.64197440889546;41.339561462402344;3303896;0.0;0
2001-02-15;41.06658175160827;41.79450033818513;40.88460557593711;41.55186080932617;1629544;0.0;0
2001-02-16;41.733850917358254;41.733850917358254;40.7632925855403;41.1575813293457;1437234;0.0;0
2001-02-19;40.82396323493737;41.612536235258496;40.76329985740303;41.00593948364258;621093;0.0;0
2001-02-20;41.12725201765333;41.43055032271578;40.06570794993478;40.09603500366211;1613864;0.0;0
2001-02-21;40.3386738021559;40.58131336716033;39.58042805399508;39.61075973510742;1441987;0.0;0
2001-02-22;39.97472330039032;40.39933913755552;39.277136172505614;39.85340118408203;1357350;0.0;0
2001-02-23;39.459109057282525;39.61075820104154;38.45822378288008;39.034488677978516;1534770;0.0;0
2001-02-26;39.307459475348764;39.61075775948582;37.699977643829435;38.21558380126953;4651497;0.0;0
2001-02-27;38.70086931856236;38.70086931856236;37.42701716357784;38.09427261352539;2117075;0.0;0
2001-02-28;38.03360467470315;38.48855209350586;37.487666846547;38.48855209350586;2568664;0.0;0
2001-03-01;38.063932758585594;38.276240621287634;37.03271818121394;37.97294235229492;2148148;0.0;0
2001-03-02;37.972949628276304;38.67053670621678;37.608992561340244;38.39756774902344;1392805;0.0;0
2001-03-05;38.579540237418236;39.21646847572921;38.215583227511026;39.0648193359375;1407642;0.0;0
2001-03-06;39.12548065185547;39.42877895148225;38.913172767709675;39.12548065185547;1158323;0.0;0
2001-03-07;39.12547806626129;39.42877634584471;38.60987191656237;39.0648193359375;1110944;0.0;0
2001-03-08;39.21646832313201;39.21646832313201;36.577771912634475;37.33601760864258;4436888;0.0;0
2001-03-09;37.30569654812968;37.487675092884984;36.759758599881025;37.06305694580078;1723574;0.0;0
2001-03-12;37.002396248763226;37.305694578671115;36.3351408485589;36.6384391784668;1311464;0.0;0
2001-03-13;36.24414760812464;36.638436331965;36.21381824028672;36.51711654663086;1534203;0.0;0
2001-03-15;36.06217575073242;36.577782041198915;35.45557902595638;36.06217575073242;1661971;0.0;0
2001-03-16;36.33513152291754;36.33513152291754;35.24325596429979;35.39490509033203;1529730;0.0;0
2001-03-19;35.182600929226936;35.45556984750877;34.06039820449105;34.72765350341797;1778817;0.0;0
2001-03-20;35.000625336929396;35.94084963245017;34.87930555047907;35.516231536865234;1932513;0.0;0
2001-03-21;34.90963582286559;36.18349014261723;34.78831603327269;35.303924560546875;1860162;0.0;0
