Open,Close,High,Low,Volume,Date
22.32512,22.47677,22.77917,22.32512,598.00,01/11/16
22.78098,22.75209,23.20343,22.70696,548.00,01/08/16
22.61218,22.75209,22.75209,22.40456,2,437.00,01/07/16
23.27474,23.27474,23.27474,23.27474,0.00,01/06/16
23.69991,23.61867,23.69991,23.11768,19.00,01/05/16
23.81003,23.50583,23.81003,23.3614,1,795.00,01/04/16
24.55475,24.5394,24.57822,24.44011,2,077.00,12/30/15
24.30019,24.13771,24.68834,24.13771,0.00,12/29/15
24.31283,24.24152,24.33178,24.15576,953.00,12/28/15
23.94363,24.32276,24.35435,23.94363,637.00,12/23/15
24.09799,23.70893,24.09799,23.59159,1,108.00,12/22/15
23.91565,24.17833,24.50781,23.91565,637.00,12/21/15
24.2713,24.15576,24.50329,24.15576,1,662.00,12/18/15
24.62786,24.21082,25.08101,24.21082,1,329.00,12/17/15
24.50329,24.71091,24.71091,24.27582,388.00,12/16/15
23.3614,24.43559,24.48524,23.3614,991.00,12/15/15
23.58797,23.63221,24.08355,23.50583,1,800.00,12/14/15
24.21895,23.54194,24.21895,23.54194,443.00,12/11/15
24.45635,24.3363,24.52135,24.11965,4,642.00,12/10/15
24.59898,24.72445,24.72445,24.45816,554.00,12/09/15
25.14871,24.64772,25.18482,24.58905,731.00,12/08/15
25.18482,25.25252,25.39243,25.02685,222.00,12/07/15
24.6405,24.96366,25.12614,24.6405,1,352.00,12/04/15
25.11983,24.69737,25.88891,24.69737,50.00,12/03/15
25.60095,25.5486,25.71289,25.3473,277.00,12/02/15
26.44225,25.63616,26.44225,25.63616,5,816.00,12/01/15
26.34567,26.36101,26.54787,26.34476,1,196.00,11/30/15
26.53974,26.5253,26.69681,26.48919,127.00,11/27/15
25.90787,26.48017,26.57043,25.90787,111.00,11/26/15
25.36445,25.9521,25.95661,25.36445,2,614.00,11/25/15
25.684,25.19836,25.684,25.09906,831.00,11/24/15
26.37004,25.8528,26.37004,25.8528,0.00,11/23/15
26.36372,26.50544,26.54787,26.24998,964.00,11/20/15
26.8295,26.59751,26.8954,26.47565,3,490.00,11/19/15
26.71216,26.67424,26.88637,26.67424,499.00,11/18/15
26.4928,26.65619,26.77805,26.4928,3,971.00,11/17/15
25.56575,26.31046,26.31046,25.56575,3,024.00,11/16/15
26.53974,25.69393,26.61106,25.69393,0.00,11/13/15
27.2321,26.87283,27.28807,26.87283,0.00,11/12/15
27.17343,27.35577,27.4009,27.17343,0.00,11/11/15
27.0651,27.02178,27.0651,26.83492,1,113.00,11/10/15
27.69879,27.4325,27.69879,27.36479,0.00,11/09/15
27.13551,27.55526,27.55526,27.1301,0.00,11/06/15
27.05608,27.19058,27.27453,27.05608,222.00,11/05/15
26.79701,27.22488,27.34223,26.79701,1,241.00,11/04/15
26.8602,26.80513,26.89991,26.68778,55.00,11/03/15
26.47565,26.88637,26.97664,26.47565,1,152.00,11/02/15
26.98386,26.54426,27.03441,26.50273,964.00,10/30/15
27.00372,26.94505,27.12558,26.94505,0.00,10/29/15
26.60474,26.99921,27.00372,26.60474,100.00,10/28/15
26.95859,26.77805,27.05788,26.77805,166.00,10/27/15
27.2673,27.17072,27.2673,27.00372,0.00,10/26/15
26.90262,27.34855,27.54533,26.90262,1,889.00,10/23/15
25.72191,26.76451,26.84575,25.72191,1,606.00,10/22/15
25.8853,25.89794,26.15069,25.69032,343.00,10/21/15
25.79413,25.8528,25.89884,25.55943,0.00,10/20/15
26.16152,25.82572,26.18228,25.71559,185.00,10/19/15
25.0449,25.99994,26.14166,25.0449,3,606.00,10/16/15
24.33991,24.56919,24.69737,24.33991,282.00,10/15/15
24.79757,24.79667,24.79757,24.56648,11.00,10/14/15
25.04039,24.88513,25.04039,24.88513,0.00,10/13/15
25.72101,25.42854,25.72101,25.38341,1,872.00,10/12/15
25.80406,25.65873,25.87988,25.65873,294.00,10/09/15
25.35633,25.59734,25.59734,25.27057,670.00,10/08/15
25.30397,25.60186,25.60186,25.29314,1,551.00,10/07/15
25.1803,25.3473,25.3473,24.95915,166.00,10/06/15
24.2704,25.11712,25.11712,24.2704,0.00,10/05/15
23.74233,23.70893,24.07903,23.70893,742.00,10/02/15
24.00231,23.93912,24.12417,23.87142,665.00,10/01/15
23.06893,23.88044,23.8985,23.06893,1,628.00,09/30/15
22.66182,22.86944,23.03192,22.55531,432.00,09/29/15
23.55006,22.80715,23.55006,22.80715,72.00,09/28/15
23.31536,23.36772,23.8308,23.28377,1,274.00,09/25/15
23.7649,23.1583,23.7649,23.1583,166.00,09/24/15
23.77934,23.94363,24.07903,23.76761,1,539.00,09/23/15
24.58363,24.14222,24.58363,23.92558,21,447.00,09/22/15
23.98696,24.51232,24.59356,23.98696,0.00,09/21/15
24.42295,24.06188,24.45365,23.98876,682.00,09/18/15
25.01963,24.7425,25.01963,24.68834,332.00,09/17/15
24.45004,24.78764,24.85083,24.45004,111.00,09/16/15
24.11785,24.14673,24.22346,23.95717,66.00,09/15/15
24.4058,24.31373,24.4058,24.16479,543.00,09/14/15
24.96186,24.39949,24.96186,24.39949,1,662.00,09/11/15
25.46014,24.87068,25.46014,24.87068,0.00,09/10/15
25.80225,25.81218,25.96564,25.80225,4.00,09/09/15
25.12614,25.63616,25.63616,25.12614,111.00,09/08/15
25.23808,25.23808,25.23808,25.23808,0.00,09/07/15
25.42583,24.69466,25.4827,24.69466,0.00,09/04/15
25.66143,25.74899,25.75712,25.66143,150.00,09/03/15
25.5161,25.60095,25.60095,25.45111,1,219.00,09/02/15
25.68581,25.59102,25.68581,25.59102,0.00,09/01/15
25.96112,26.16874,26.17777,25.96112,166.00,08/31/15
26.52981,26.14617,26.52981,26.11277,3,312.00,08/28/15
26.32491,26.36192,26.40163,26.0875,2,614.00,08/27/15
25.29133,25.77607,26.10555,25.29133,1,108.00,08/26/15
24.31283,25.59373,25.73545,24.31283,138.00,08/25/15
25.16676,24.62064,25.1803,24.39949,1,075.00,08/24/15
26.13173,26.34476,26.57495,26.13173,5,982.00,08/21/15
26.68417,26.80513,26.80513,26.49371,1,196.00,08/20/15
27.11024,26.92519,27.11024,26.92519,0.00,08/19/15
27.34042,27.35125,27.36479,27.23391,0.00,08/18/15
27.36389,27.13461,27.41444,27.13461,487.00,08/17/15
27.53991,27.35848,27.78274,27.3332,0.00,08/14/15
27.71413,27.64282,27.85676,27.62206,0.00,08/13/15
28.2088,27.40542,28.2088,27.40542,0.00,08/12/15
28.5789,28.31983,28.63126,28.3081,0.00,08/11/15
28.67278,28.65202,28.67278,28.3442,0.00,08/10/15
28.80547,28.55904,28.80547,28.44801,0.00,08/07/15
28.64389,28.88581,29.11148,28.64389,0.00,08/06/15
28.48322,28.66917,28.93095,28.48322,0.00,08/05/15
28.38392,28.52023,28.52023,28.33969,2,017.00,08/04/15
27.94341,28.52474,28.52474,27.94341,0.00,08/03/15
28.29456,28.01924,28.29456,28.0057,0.00,07/31/15
27.89016,27.80982,27.99667,27.80982,593.00,07/30/15
28.03368,27.93348,28.03368,27.81162,,07/29/15
27.57151,27.86127,27.98313,27.57151,0.00,07/28/15
27.93619,27.4018,27.93619,27.4018,0.00,07/27/15
28.05264,27.98584,28.41461,27.98584,0.00,07/24/15
28.5455,28.45253,28.57439,28.45253,1,176.00,07/23/15
28.0725,28.51571,28.51571,28.0725,0.00,07/22/15
28.21602,28.2088,28.33066,28.2088,1,108.00,07/21/15
27.82336,28.36587,28.36587,27.82336,465.00,07/20/15
27.91724,27.64192,28.15103,27.64192,,07/17/15
27.17884,27.79357,27.79357,27.17884,0.00,07/16/15
27.10031,27.15718,27.23391,27.00824,0.00,07/15/15
26.98206,27.2989,27.2989,26.89089,266.00,07/14/15
26.17416,26.92067,26.92067,26.17416,0.00,07/13/15
25.59012,26.37184,26.37184,25.59012,0.00,07/10/15
25.0431,25.42854,25.42854,25.0431,83.00,07/09/15
24.91943,24.87159,25.16676,24.87159,233.00,07/08/15
25.37619,24.95012,25.37619,24.95012,0.00,07/07/15
25.22634,25.30668,25.54138,25.22634,0.00,07/06/15
25.86363,25.69483,25.86363,25.68581,266.00,07/03/15
26.11909,25.94578,26.25901,25.94578,0.00,07/02/15
26.05681,26.39441,26.39441,25.89342,0.00,07/01/15
26.40795,26.06042,26.40795,26.06042,0.00,06/30/15
26.3583,26.1895,26.77805,26.1895,554.00,06/29/15
26.89089,27.35125,27.35125,26.80333,0.00,06/26/15
27.029,26.97484,27.1969,26.97484,0.00,06/25/15
27.01816,27.05337,27.24293,27.01816,2,216.00,06/24/15
26.68688,26.95407,27.00824,26.68688,0.00,06/23/15
25.7183,26.19131,26.46663,25.7183,0.00,06/22/15
25.93765,25.81218,26.23644,25.81218,111.00,06/19/15
25.72552,25.66324,25.72552,25.58651,0.00,06/18/15
26.29512,25.54589,26.33574,25.54589,66.00,06/17/15
25.88283,26.24804,26.25862,25.84666,374.00,06/16/15
26.31332,26.06279,26.31332,25.9587,385.00,06/15/15
26.62295,26.34507,26.67146,26.34507,0.00,06/12/15
26.51885,26.88759,26.88759,26.51885,578.00,06/11/15
26.28156,26.398,26.46416,26.26568,0.00,06/10/15
26.22687,26.35566,26.35566,25.9287,408.00,06/09/15
26.69175,26.28332,26.69175,26.2348,0.00,06/08/15
26.97933,26.71557,26.97933,26.61677,0.00,06/05/15
27.0155,27.00227,27.11518,27.00227,0.00,06/04/15
26.98815,27.4301,27.4301,26.98815,0.00,06/03/15
27.30837,27.13018,27.30837,26.877,0.00,06/02/15
27.38423,27.32513,27.38423,27.16105,0.00,06/01/15
27.93292,27.63564,27.93292,27.63564,0.00,05/29/15
28.12258,27.53949,28.13581,27.5342,0.00,05/28/15
27.39923,27.87558,27.95056,27.39923,0.00,05/27/15
27.98673,27.83059,28.07847,27.82265,0.00,05/26/15
28.03525,28.12258,28.12258,27.91969,0.00,05/22/15
27.98585,28.06524,28.06524,27.88881,0.00,05/21/15
27.54831,27.99908,28.09612,27.54831,0.00,05/20/15
27.03755,27.45657,27.60212,27.03755,453.00,05/19/15
26.88759,26.75703,26.90964,26.56825,17.00,05/18/15
27.14253,27.28896,27.28896,27.14253,0.00,05/15/15
26.7782,26.7782,26.7782,26.7782,0.00,05/14/15
27.07107,26.92728,27.08166,26.92728,0.00,05/13/15
27.13018,26.86994,27.13018,26.645,0.00,05/12/15
27.08695,27.04637,27.08695,26.95375,0.00,05/11/15
26.85142,27.16546,27.16546,26.85142,113.00,05/08/15
26.80996,26.69793,26.80996,26.44652,0.00,05/07/15
26.81437,26.91846,26.95375,26.81437,113.00,05/06/15
27.22368,27.04902,27.67269,27.04902,4,045.00,05/05/15
26.93963,27.40364,27.40364,26.93963,57.00,05/04/15
27.15135,27.15664,27.38864,27.10812,0.00,04/30/15
27.82089,26.80819,27.82089,26.80378,330.00,04/29/15
27.70092,27.73709,27.85794,27.70092,0.00,04/28/15
27.69298,27.97262,27.97262,27.41687,0.00,04/27/15
27.68769,27.52714,27.8403,27.52714,0.00,04/24/15
27.91351,27.82001,27.91351,27.56683,0.00,04/23/15
28.13052,27.60741,28.13052,27.60741,329.00,04/22/15
28.38546,28.36076,28.42251,28.25931,0.00,04/21/15
28.16316,28.32547,28.38722,28.14111,0.00,04/20/15
28.53542,28.41369,28.6254,28.40487,296.00,04/17/15
28.76919,28.40928,28.76919,28.40928,0.00,04/16/15
28.63422,28.79301,28.79301,28.63422,0.00,04/15/15
28.76213,28.77536,28.81506,28.76213,0.00,04/14/15
29.00737,28.93856,29.00737,28.72332,0.00,04/13/15
28.55483,28.81682,29.00472,28.55483,266.00,04/10/15
27.96291,28.35723,28.35723,27.96291,0.00,04/09/15
27.72474,28.10229,28.10229,27.72474,0.00,04/08/15
27.55096,27.89764,27.94174,27.55096,623.00,04/07/15
27.48921,27.3463,27.48921,27.3463,52.00,04/02/15
27.13459,27.69033,27.69033,27.13459,0.00,04/01/15
27.50773,27.59771,27.64182,27.50773,0.00,03/31/15
27.61535,27.5933,27.79531,27.55801,0.00,03/30/15
27.2819,27.47862,27.53155,27.2819,1,278.00,03/27/15
27.06843,27.14782,27.1831,27.06843,0.00,03/26/15
27.7018,27.43187,27.7018,27.43187,0.00,03/25/15
27.77502,27.5042,27.91969,27.5042,1,134.00,03/24/15
28.112,27.87294,28.13317,27.6427,1,372.00,03/23/15
27.77237,28.02996,28.02996,27.74326,227.00,03/20/15
27.70974,27.61535,27.71239,27.61535,254.00,03/19/15
27.18928,27.43451,27.43451,27.18928,181.00,03/18/15
27.41687,27.29337,27.5536,27.25368,0.00,03/17/15
27.13547,27.42569,27.52714,27.13547,136.00,03/16/15
27.03579,27.24485,27.37276,27.03579,0.00,03/13/15
27.09401,27.24044,27.26691,27.09401,0.00,03/12/15
26.9017,27.18751,27.18751,26.9017,63.00,03/11/15
27.34454,27.06402,27.34454,27.06402,34.00,03/10/15
27.43098,27.38511,27.43098,27.38511,1,700.00,03/09/15
26.75438,27.39041,27.50508,26.75438,567.00,03/06/15
26.12718,26.67235,27.0596,26.12718,4,217.00,03/05/15
25.82549,26.13953,26.15894,25.82549,0.00,03/04/15
26.07337,26.2348,26.2348,26.07337,215.00,03/03/15
26.0028,26.00104,26.0028,26.00104,204.00,03/02/15
25.92958,25.98604,26.06984,25.92958,0.00,02/27/15
25.76374,26.00545,26.00545,25.76374,1,134.00,02/26/15
25.97105,25.53792,25.97105,25.53792,0.00,02/25/15
25.99133,25.9287,25.99133,25.81138,244.00,02/24/15
26.13689,26.00104,26.13689,25.90665,68.00,02/23/15
26.02838,26.14747,26.14747,25.94282,0.00,02/20/15
25.64113,25.9093,26.12013,25.64113,363.00,02/19/15
25.57408,25.72758,25.85549,25.57408,567.00,02/18/15
25.48146,25.48499,25.48499,25.46293,113.00,02/17/15
25.425,25.53792,25.60408,25.425,0.00,02/16/15
25.38531,25.59084,25.59084,25.38531,1,134.00,02/13/15
24.84367,25.16301,25.16301,24.84367,0.00,02/12/15
25.07567,24.72811,25.07567,24.72811,0.00,02/11/15
24.89572,25.0845,25.29092,24.89572,12,144.00,02/10/15
24.58609,24.75722,24.89836,24.58609,227.00,02/09/15
25.07656,24.80574,25.07656,24.80574,0.00,02/06/15
24.8225,25.07479,25.13831,24.8225,1,134.00,02/05/15
25.38883,24.99099,25.38883,24.99099,0.00,02/04/15
25.11625,25.21858,25.29709,25.11625,1,134.00,02/03/15
24.60197,24.96894,24.99981,24.60197,1,700.00,02/02/15
25.17095,24.47229,25.17095,24.47229,0.00,01/30/15
24.35056,24.67607,24.78369,24.35056,60.00,01/29/15
25.17183,24.54992,25.17183,24.54992,283.00,01/28/15
25.23711,24.84103,25.23711,24.84103,113.00,01/27/15
24.8128,25.11449,25.11449,24.8128,476.00,01/26/15
24.88249,24.95659,25.21593,24.88249,1,020.00,01/23/15
24.66636,24.66636,24.66636,24.66636,0.00,01/22/15
24.32409,24.32409,24.32409,24.32409,0.00,01/21/15
24.18295,24.25087,24.25087,24.18295,0.00,01/20/15
24.14766,24.07709,24.14766,24.07709,567.00,01/19/15
23.23465,24.24117,24.24117,23.23465,2,437.00,01/16/15
23.01059,23.015,23.015,23.01059,0.00,01/15/15
21.87351,22.85621,23.09439,21.87351,8,502.00,01/14/15
21.54359,22.40632,22.40632,21.54359,0.00,01/13/15
21.02401,21.36275,21.53742,21.02401,0.00,01/12/15
21.76942,21.50654,21.76942,21.50654,0.00,01/09/15
21.069,21.59917,21.59917,21.069,567.00,01/08/15
20.9111,21.03019,21.22426,20.9111,4,648.00,01/07/15
20.97814,20.97814,20.97814,20.97814,0.00,01/06/15
22.05788,20.9208,22.05788,20.9208,0.00,01/05/15
22.30047,22.25195,22.30047,22.17697,102.00,01/02/15
22.17344,22.17344,22.17344,22.17344,0.00,12/30/14
21.87528,21.87528,21.87528,21.87528,0.00,12/29/14
21.61063,22.01377,22.01377,21.61063,0.00,12/23/14
21.48713,21.48713,21.48713,21.48713,0.00,12/22/14
21.82411,21.4492,21.82411,21.4492,0.00,12/19/14
20.97108,21.16251,21.16251,20.97108,0.00,12/18/14
20.09865,20.83523,20.83523,20.09865,2,947.00,12/17/14
19.92928,19.879,19.92928,19.879,0.00,12/16/14
20.29801,20.01573,20.29801,20.01573,1,060.00,12/15/14
20.5309,20.60235,20.60235,20.49473,0.00,12/12/14
20.60588,20.85817,20.94374,20.60588,3,903.00,12/11/14
21.054,21.06812,21.07429,21.054,0.00,12/10/14
21.60887,21.19779,21.60887,21.19779,0.00,12/09/14
22.04641,21.64592,22.04641,21.58858,0.00,12/08/14
21.59387,21.97672,21.99172,21.59387,0.00,12/05/14
22.16462,21.66533,22.16462,21.66533,0.00,12/04/14
22.39662,22.11257,22.39662,22.11257,0.00,12/03/14
22.42044,22.33134,22.50777,22.33134,0.00,12/02/14
22.24313,22.33487,22.45925,22.24313,0.00,12/01/14
22.48836,22.41514,22.48836,22.35339,0.00,11/28/14
22.48219,22.42838,22.48219,22.42838,0.00,11/27/14
22.49718,22.37721,22.56511,22.37104,0.00,11/26/14
22.61715,22.54305,22.61715,22.54305,0.00,11/25/14
22.25018,22.48572,22.48572,22.25018,0.00,11/24/14
21.68562,22.26959,22.26959,21.68562,0.00,11/21/14
21.74737,21.50213,21.74737,21.50213,0.00,11/20/14
21.60622,21.8594,21.8594,21.60622,0.00,11/19/14
21.32129,21.47567,21.47567,21.32129,0.00,11/18/14
21.06812,21.19779,21.19779,21.01254,0.00,11/17/14
21.05753,21.17574,21.17574,21.05753,0.00,11/14/14
20.93933,21.08135,21.08135,20.93933,0.00,11/13/14
21.10517,20.91815,21.10517,20.91815,0.00,11/12/14
20.92874,21.03901,21.04783,20.92874,2,381.00,11/11/14
20.7479,20.82729,20.82729,20.7479,0.00,11/10/14
21.27542,20.96138,21.27542,20.96138,96.00,11/07/14
20.84141,21.33894,21.33894,20.84141,204.00,11/06/14
20.4912,20.88022,20.88022,20.4912,0.00,11/05/14
20.36329,20.36329,20.36329,20.36329,0.00,11/04/14
20.59353,20.62881,20.62881,20.59353,0.00,11/03/14
20.59706,20.52649,20.59706,20.38181,2,669.00,10/31/14
20.38623,20.23626,20.38623,20.06866,0.00,10/30/14
20.54236,20.51855,20.54236,20.44797,0.00,10/29/14
19.86665,20.32889,20.32889,19.86665,0.00,10/28/14
20.07307,19.70698,20.07307,19.70698,283.00,10/27/14
20.15952,20.14805,20.23626,20.14805,0.00,10/24/14
20.05895,20.11276,20.20098,20.05895,0.00,10/23/14
20.28478,20.1701,20.28478,20.1701,0.00,10/22/14
19.87547,20.19215,20.19215,19.87547,0.00,10/21/14
20.4762,20.15952,20.4762,20.15952,0.00,10/20/14
19.66111,20.07748,20.08189,19.66111,0.00,10/17/14
19.48203,19.65405,19.65405,19.16446,3,061.00,10/16/14
20.11012,19.50409,20.11012,19.18652,53.00,10/15/14
19.85694,19.85694,19.85694,19.85694,0.00,10/14/14
19.90105,20.08189,20.08189,19.90105,227.00,10/13/14
19.77579,20.32448,20.5503,19.77579,102.00,10/10/14
20.76731,20.54501,20.76731,20.54501,0.00,10/09/14
20.59088,20.68174,20.68174,20.59088,0.00,10/08/14
20.69674,20.66057,20.69674,20.66057,0.00,10/07/14
20.86699,20.70556,20.86699,20.69497,113.00,10/06/14
20.84053,20.84229,20.84229,20.84053,0.00,10/02/14
21.5727,20.9949,21.5727,20.9949,159.00,10/01/14
21.46685,21.46685,21.46685,21.46685,0.00,09/30/14
21.63004,21.61681,21.63004,21.6124,0.00,09/29/14
21.70943,21.63004,21.70943,21.63004,0.00,09/26/14
22.28282,21.85058,22.28282,21.80206,2,595.00,09/25/14
22.13727,22.13727,22.13727,22.13727,0.00,09/24/14
22.60039,22.60039,22.60039,22.60039,0.00,09/23/14
22.54747,22.54747,22.54747,22.54747,0.00,09/22/14
22.88709,22.88709,22.88709,22.88709,0.00,09/19/14
22.6842,22.6842,22.6842,22.6842,0.00,09/18/14
22.45484,22.6445,22.6445,22.45484,170.00,09/17/14
22.45484,22.45484,22.45484,22.45484,0.00,09/16/14
22.63127,22.63127,22.63127,22.63127,0.00,09/15/14
22.90914,22.90914,22.90914,22.90914,0.00,09/12/14
23.09439,23.09439,23.09439,23.09439,0.00,09/11/14
22.91796,23.06793,23.06793,22.91796,113.00,09/10/14
22.91796,22.91796,22.91796,22.91796,0.00,09/09/14
23.05911,23.05911,23.05911,23.05911,0.00,09/08/14
23.3855,23.3855,23.3855,23.3855,0.00,09/05/14
23.08557,23.08557,23.08557,23.08557,0.00,09/04/14
23.16937,23.23553,23.23553,23.16937,227.00,09/03/14
23.23553,23.23553,23.23553,23.23553,0.00,09/02/14
23.33698,23.33698,23.33698,23.33698,0.00,09/01/14
23.41196,23.41196,23.41196,23.41196,0.00,08/29/14
23.41196,23.28846,23.41196,23.28846,136.00,08/28/14
23.5531,23.5531,23.5531,23.5531,0.00,08/27/14
23.33257,23.33257,23.33257,23.33257,0.00,08/26/14
23.25318,23.25318,23.25318,23.25318,0.00,08/25/14
23.40755,23.40755,23.40755,23.40755,0.00,08/22/14
23.26641,23.26641,23.26641,23.26641,0.00,08/21/14
23.41637,23.41637,23.41637,23.41637,0.00,08/20/14
23.28405,23.28405,23.28405,23.28405,0.00,08/19/14
22.98853,22.98853,22.98853,22.98853,0.00,08/18/14
22.99736,23.08557,23.08557,22.99736,113.00,08/15/14
22.768,22.768,22.768,22.768,0.00,08/14/14
22.95766,22.95766,22.95766,22.95766,0.00,08/13/14
22.87386,22.87386,22.87386,22.87386,0.00,08/12/14
23.01059,23.01059,23.01059,23.01059,79.00,08/11/14
22.45925,22.45925,22.45925,22.45925,0.00,08/08/14
23.08557,22.91796,23.08557,22.91796,125.00,08/07/14
22.92237,22.79446,22.92237,22.73712,3,659.00,08/06/14
23.01059,23.01059,23.01059,23.01059,0.00,08/05/14
22.78123,23.16496,23.16496,22.78123,113.00,08/04/14
22.75477,22.75477,22.75477,22.75477,0.00,08/01/14
23.95889,23.07675,23.95889,23.07675,1,020.00,07/31/14
23.83539,23.83539,23.83539,23.83539,0.00,07/30/14
23.88832,23.88832,23.88832,23.88832,0.00,07/29/14
23.92801,23.83539,23.92801,23.83539,35.00,07/28/14
24.22353,24.21471,24.22353,24.21471,168.00,07/25/14
24.28087,24.28087,24.28087,24.28087,0.00,07/24/14
23.98094,23.98094,23.98094,23.98094,0.00,07/23/14
23.91919,23.91919,23.91919,23.91919,0.00,07/22/14
24.27646,24.27646,24.27646,24.27646,0.00,07/21/14
23.95889,23.95889,23.95889,23.95889,0.00,07/18/14
24.34703,24.34703,24.34703,24.34703,0.00,07/17/14
23.91037,23.91037,23.91037,23.91037,0.00,07/16/14
24.10003,24.10003,24.10003,24.10003,0.00,07/15/14
23.99858,23.99858,23.99858,23.99858,0.00,07/14/14
23.65455,23.65455,23.65455,23.65455,0.00,07/11/14
23.9633,23.9633,23.9633,23.9633,0.00,07/10/14
23.92801,23.92801,23.92801,23.92801,0.00,07/09/14
24.09562,24.09562,24.09562,24.09562,0.00,07/08/14
24.32939,24.32939,24.32939,24.32939,0.00,07/07/14
24.58521,24.58521,24.58521,24.58521,0.00,07/04/14
24.56756,24.56756,24.56756,24.56756,0.00,07/03/14
23.97653,24.80133,24.80133,23.97653,204.00,07/02/14
23.78687,23.78687,23.78687,23.78687,0.00,07/01/14
23.9633,23.9633,23.9633,23.9633,45.00,06/30/14
23.86626,23.86626,23.86626,23.86626,0.00,06/27/14
23.65455,23.65455,23.65455,23.65455,0.00,06/26/14
23.01941,23.01941,23.01941,23.01941,0.00,06/25/14
23.15173,23.19584,23.19584,23.15173,85.00,06/24/14
22.96207,22.96207,22.96207,22.96207,0.00,06/23/14
23.16496,23.16496,23.16496,23.16496,0.00,06/20/14
23.28846,23.28846,23.28846,23.28846,0.00,06/19/14
23.16937,23.05911,23.16937,23.05911,181.00,06/18/14
22.94002,22.94002,22.94002,22.94002,0.00,06/17/14
23.06793,23.06793,23.06793,23.06793,0.00,06/16/14
23.34139,23.01059,23.34139,23.01059,851.00,06/13/14
23.61485,23.61485,23.61485,23.61485,0.00,06/12/14
23.75158,23.75158,23.75158,23.75158,0.00,06/11/14
23.62808,23.58398,23.62808,23.58398,907.00,06/10/14
23.68983,23.68983,23.68983,23.68983,0.00,06/09/14
23.77364,23.77364,23.77364,23.77364,0.00,06/06/14
23.23112,23.23112,23.23112,23.23112,0.00,06/05/14
23.18702,23.18702,23.18702,23.18702,0.00,06/04/14
23.47371,23.262,23.47371,23.262,2.00,06/03/14
23.61485,23.61485,23.61485,23.61485,0.00,06/02/14
23.72953,23.72953,23.72953,23.72953,0.00,05/30/14
23.73394,23.73394,23.73394,23.73394,0.00,05/29/14
23.76923,23.59721,23.76923,23.59721,544.00,05/28/14
23.82216,23.95889,23.95889,23.82216,850.00,05/27/14
23.80892,23.80892,23.80892,23.80892,0.00,05/26/14
23.5531,23.5531,23.5531,23.5531,0.00,05/23/14
23.62367,23.62367,23.62367,23.62367,0.00,05/22/14
23.51341,23.51341,23.51341,23.51341,0.00,05/21/14
23.65896,23.65896,23.65896,23.65896,,05/20/14
23.45607,23.45607,23.45607,23.45607,,05/19/14
23.21789,23.21789,23.21789,23.21789,0.00,05/16/14
23.31493,23.31493,23.31493,23.31493,0.00,05/15/14
23.52664,23.52664,23.52664,23.52664,0.00,05/14/14
23.68983,23.68983,23.68983,23.68983,0.00,05/13/14
23.46048,23.65014,23.65014,23.46048,11,903.00,05/12/14
23.71189,23.71189,23.71189,23.71189,,05/09/14
23.43401,23.43401,23.43401,23.43401,,05/08/14
22.99736,22.99736,22.99736,22.99736,,05/07/14
23.68983,22.93561,23.68983,22.93561,66.00,05/06/14
23.5928,23.65896,23.65896,23.5928,59.00,05/05/14
24.66901,24.66901,24.66901,24.66901,,05/02/14
24.71753,24.71753,24.71753,24.71753,,04/30/14
24.57638,24.57638,24.57638,24.57638,,04/29/14
24.47053,24.47053,24.47053,24.47053,,04/28/14
24.67783,24.67783,24.67783,24.67783,,04/25/14
24.75281,24.53669,24.77045,24.53669,737.00,04/24/14
25.70993,25.70993,25.70993,25.70993,838.00,04/23/14
25.37031,25.64377,25.64377,25.37031,10,645.00,04/22/14
25.23799,25.43647,25.43647,25.23799,45.00,04/17/14
25.33061,25.24681,25.33061,25.24681,907.00,04/16/14
25.04833,24.76604,25.04833,24.76604,340.00,04/15/14
24.90278,24.90278,24.90278,24.90278,,04/14/14
25.0792,25.0792,25.0792,25.0792,,04/11/14
25.78932,25.78932,25.78932,25.78932,,04/10/14
25.52909,25.52909,25.52909,25.52909,,04/09/14
25.69229,25.69229,25.69229,25.69229,,04/08/14
25.34826,25.34826,25.34826,25.34826,,04/07/14
25.46293,25.46293,25.46293,25.46293,,04/04/14
25.19388,25.19388,25.19388,25.19388,,04/03/14
25.03069,25.03069,25.03069,25.03069,,04/02/14
24.84103,24.82338,24.84103,24.82338,145.00,04/01/14
24.94688,24.94688,24.94688,24.94688,,03/31/14
24.49699,24.70429,24.70429,24.49699,1,400.00,03/28/14
24.27205,24.27205,24.27205,24.27205,,03/27/14
24.18824,24.18824,24.18824,24.18824,,03/26/14
23.91478,24.05592,24.05592,23.91478,380.00,03/25/14
24.15296,24.15296,24.15296,24.15296,,03/24/14
24.29851,24.29851,24.29851,24.29851,,03/21/14
23.80451,23.80451,23.80451,23.80451,,03/20/14
24.09562,24.09562,24.09562,24.09562,,03/19/14
23.72953,23.72953,23.72953,23.72953,,03/18/14
23.46048,23.46048,23.46048,23.46048,,03/17/14
23.68542,23.51782,23.68542,23.51782,252.00,03/14/14
24.32939,24.32939,24.32939,24.32939,,03/13/14
24.27646,24.35144,24.35144,24.27646,1,207.00,03/12/14
24.81897,24.70429,24.81897,24.70429,159.00,03/11/14
24.64696,24.64696,24.64696,24.64696,,03/10/14
24.63813,24.89395,24.89395,24.63813,121.00,03/07/14
